year,county,candidate,party,candidatevotes
2012,Sarasota,Barack Obama,democrat,95119.0
2012,Sarasota,Mitt Romney,republican,110504.0
2012,Seminole,Barack Obama,democrat,96445.0
2012,Seminole,Mitt Romney,republican,109943.0
2012,Sumter,Barack Obama,democrat,19524.0
2012,Sumter,Mitt Romney,republican,40646.0
2012,Suwannee,Barack Obama,democrat,4751.0
2012,Suwannee,Mitt Romney,republican,12672.0
2012,Taylor,Barack Obama,democrat,2764.0
2012,Taylor,Mitt Romney,republican,6249.0
2012,Union,Barack Obama,democrat,1339.0
2012,Union,Mitt Romney,republican,3980.0
2012,Volusia,Barack Obama,democrat,114748.0
2012,Volusia,Mitt Romney,republican,117490.0
2012,Wakulla,Barack Obama,democrat,5175.0
2012,Wakulla,Mitt Romney,republican,9290.0
2012,Walton,Barack Obama,democrat,6671.0
2012,Walton,Mitt Romney,republican,21490.0
2012,Washington,Barack Obama,democrat,2820.0
2012,Washington,Mitt Romney,republican,8038.0
2012,Appling,Barack Obama,democrat,1758.0
2012,Appling,Mitt Romney,republican,5233.0
2012,Atkinson,Barack Obama,democrat,930.0
2012,Atkinson,Mitt Romney,republican,1938.0
2012,Bacon,Barack Obama,democrat,791.0
2012,Bacon,Mitt Romney,republican,3093.0
2012,Baker,Barack Obama,democrat,794.0
2012,Baker,Mitt Romney,republican,785.0
2012,Baldwin,Barack Obama,democrat,8483.0
2012,Baldwin,Mitt Romney,republican,7589.0
2012,Banks,Barack Obama,democrat,780.0
2012,Banks,Mitt Romney,republican,5354.0
2012,Barrow,Barack Obama,democrat,6028.0
2012,Barrow,Mitt Romney,republican,18725.0
2012,Bartow,Barack Obama,democrat,8396.0
2012,Bartow,Mitt Romney,republican,26876.0
2012,Ben Hill,Barack Obama,democrat,2512.0
2012,Ben Hill,Mitt Romney,republican,3396.0
2012,Berrien,Barack Obama,democrat,1273.0
2012,Berrien,Mitt Romney,republican,4843.0
2012,Bibb,Barack Obama,democrat,38585.0
2012,Bibb,Mitt Romney,republican,25623.0
2012,Bleckley,Barack Obama,democrat,1269.0
2012,Bleckley,Mitt Romney,republican,3587.0
2012,Brantley,Barack Obama,democrat,939.0
2012,Brantley,Mitt Romney,republican,4964.0
2012,Brooks,Barack Obama,democrat,3138.0
2012,Brooks,Mitt Romney,republican,3554.0
2012,Bryan,Barack Obama,democrat,3707.0
2012,Bryan,Mitt Romney,republican,9560.0
2012,Bulloch,Barack Obama,democrat,9593.0
2012,Bulloch,Mitt Romney,republican,14174.0
2012,Burke,Barack Obama,democrat,5405.0
2012,Burke,Mitt Romney,republican,4301.0
2012,Butts,Barack Obama,democrat,2968.0
2012,Butts,Mitt Romney,republican,6306.0
2012,Calhoun,Barack Obama,democrat,1298.0
2012,Calhoun,Mitt Romney,republican,883.0
2012,Camden,Barack Obama,democrat,6377.0
2012,Camden,Mitt Romney,republican,11343.0
2012,Candler,Barack Obama,democrat,1157.0
2012,Candler,Mitt Romney,republican,2344.0
2012,Carroll,Barack Obama,democrat,12688.0
2012,Carroll,Mitt Romney,republican,28280.0
2012,Catoosa,Barack Obama,democrat,5365.0
2012,Catoosa,Mitt Romney,republican,17858.0
2012,Charlton,Barack Obama,democrat,1197.0
2012,Charlton,Mitt Romney,republican,2527.0
2012,Chatham,Barack Obama,democrat,60246.0
2012,Chatham,Mitt Romney,republican,47204.0
2012,Chattahoochee,Barack Obama,democrat,729.0
2012,Chattahoochee,Mitt Romney,republican,735.0
2012,Chattooga,Barack Obama,democrat,2232.0
2012,Chattooga,Mitt Romney,republican,5452.0
2012,Cherokee,Barack Obama,democrat,19841.0
2012,Cherokee,Mitt Romney,republican,76514.0
2012,Clarke,Barack Obama,democrat,25431.0
2012,Clarke,Mitt Romney,republican,13815.0
2012,Clay,Barack Obama,democrat,862.0
2012,Clay,Mitt Romney,republican,537.0
2012,Clayton,Barack Obama,democrat,81479.0
2012,Clayton,Mitt Romney,republican,14164.0
2012,Clinch,Barack Obama,democrat,852.0
2012,Clinch,Mitt Romney,republican,1598.0
2012,Cobb,Barack Obama,democrat,133124.0
2012,Cobb,Mitt Romney,republican,171722.0
2012,Coffee,Barack Obama,democrat,5057.0
2012,Coffee,Mitt Romney,republican,9248.0
2012,Colquitt,Barack Obama,democrat,3973.0
2012,Colquitt,Mitt Romney,republican,9243.0
2012,Columbia,Barack Obama,democrat,16451.0
2012,Columbia,Mitt Romney,republican,41765.0
2012,Cook,Barack Obama,democrat,2042.0
2012,Cook,Mitt Romney,republican,3935.0
2012,Coweta,Barack Obama,democrat,15168.0
2012,Coweta,Mitt Romney,republican,39653.0
2012,Crawford,Barack Obama,democrat,1706.0
2012,Crawford,Mitt Romney,republican,3368.0
2012,Crisp,Barack Obama,democrat,3167.0
2012,Crisp,Mitt Romney,republican,4182.0
2012,Dade,Barack Obama,democrat,1411.0
2012,Dade,Mitt Romney,republican,4471.0
2012,Dawson,Barack Obama,democrat,1241.0
2012,Dawson,Mitt Romney,republican,8847.0
2012,Decatur,Barack Obama,democrat,4591.0
2012,Decatur,Mitt Romney,republican,5824.0
2012,DeKalb,Barack Obama,democrat,238224.0
2012,DeKalb,Mitt Romney,republican,64392.0
2012,Dodge,Barack Obama,democrat,2442.0
2012,Dodge,Mitt Romney,republican,5214.0
2012,Dooly,Barack Obama,democrat,2285.0
2012,Dooly,Mitt Romney,republican,1985.0
2012,Dougherty,Barack Obama,democrat,26295.0
2012,Dougherty,Mitt Romney,republican,11449.0
2012,Douglas,Barack Obama,democrat,28441.0
2012,Douglas,Mitt Romney,republican,26241.0
2012,Early,Barack Obama,democrat,2765.0
2012,Early,Mitt Romney,republican,2557.0
2012,Echols,Barack Obama,democrat,173.0
2012,Echols,Mitt Romney,republican,917.0
2012,Effingham,Barack Obama,democrat,4947.0
2012,Effingham,Mitt Romney,republican,15596.0
2012,Elbert,Barack Obama,democrat,3181.0
2012,Elbert,Mitt Romney,republican,4859.0
2012,Emanuel,Barack Obama,democrat,2927.0
2012,Emanuel,Mitt Romney,republican,5100.0
2012,Evans,Barack Obama,democrat,1268.0
2012,Evans,Mitt Romney,republican,2268.0
2012,Fannin,Barack Obama,democrat,2028.0
2012,Fannin,Mitt Romney,republican,7857.0
2012,Fayette,Barack Obama,democrat,19736.0
2012,Fayette,Mitt Romney,republican,38075.0
2012,Floyd,Barack Obama,democrat,9640.0
2012,Floyd,Mitt Romney,republican,22733.0
2012,Forsyth,Barack Obama,democrat,14571.0
2012,Forsyth,Mitt Romney,republican,65908.0
2012,Franklin,Barack Obama,democrat,1499.0
2012,Franklin,Mitt Romney,republican,6114.0
2012,Fulton,Barack Obama,democrat,255470.0
2012,Fulton,Mitt Romney,republican,137124.0
2012,Gilmer,Barack Obama,democrat,1958.0
2012,Gilmer,Mitt Romney,republican,8926.0
2012,Glascock,Barack Obama,democrat,176.0
2012,Glascock,Mitt Romney,republican,1135.0
2012,Glynn,Barack Obama,democrat,11950.0
2012,Glynn,Mitt Romney,republican,20893.0
2012,Gordon,Barack Obama,democrat,3440.0
2012,Gordon,Mitt Romney,republican,13197.0
2012,Grady,Barack Obama,democrat,3419.0
2012,Grady,Mitt Romney,republican,5924.0
2012,Greene,Barack Obama,democrat,3201.0
2012,Greene,Mitt Romney,republican,5071.0
2012,Gwinnett,Barack Obama,democrat,132509.0
2012,Gwinnett,Mitt Romney,republican,159855.0
2012,Habersham,Barack Obama,democrat,2301.0
2012,Habersham,Mitt Romney,republican,12166.0
2012,Hall,Barack Obama,democrat,12999.0
2012,Hall,Mitt Romney,republican,47481.0
2012,Hancock,Barack Obama,democrat,3308.0
2012,Hancock,Mitt Romney,republican,769.0
2012,Haralson,Barack Obama,democrat,1789.0
2012,Haralson,Mitt Romney,republican,8446.0
2012,Harris,Barack Obama,democrat,4145.0
2012,Harris,Mitt Romney,republican,11197.0
2012,Hart,Barack Obama,democrat,2870.0
2012,Hart,Mitt Romney,republican,6517.0
2012,Heard,Barack Obama,democrat,948.0
2012,Heard,Mitt Romney,republican,3160.0
2012,Henry,Barack Obama,democrat,43761.0
2012,Henry,Mitt Romney,republican,46774.0
2012,Houston,Barack Obama,democrat,22702.0
2012,Houston,Mitt Romney,republican,34662.0
2012,Irwin,Barack Obama,democrat,1141.0
2012,Irwin,Mitt Romney,republican,2538.0
2012,Jackson,Barack Obama,democrat,4238.0
2012,Jackson,Mitt Romney,republican,19135.0
2012,Jasper,Barack Obama,democrat,1845.0
2012,Jasper,Mitt Romney,republican,4136.0
2012,Jeff Davis,Barack Obama,democrat,1275.0
2012,Jeff Davis,Mitt Romney,republican,3996.0
2012,Jefferson,Barack Obama,democrat,4261.0
2012,Jefferson,Mitt Romney,republican,2999.0
2012,Jenkins,Barack Obama,democrat,1488.0
2012,Jenkins,Mitt Romney,republican,1887.0
2012,Johnson,Barack Obama,democrat,1305.0
2012,Johnson,Mitt Romney,republican,2440.0
2012,Jones,Barack Obama,democrat,4274.0
2012,Jones,Mitt Romney,republican,7744.0
2012,Lamar,Barack Obama,democrat,2602.0
2012,Lamar,Mitt Romney,republican,4899.0
2012,Lanier,Barack Obama,democrat,1114.0
2012,Lanier,Mitt Romney,republican,1820.0
2012,Laurens,Barack Obama,democrat,7513.0
2012,Laurens,Mitt Romney,republican,11950.0
2012,Lee,Barack Obama,democrat,3196.0
2012,Lee,Mitt Romney,republican,10314.0
2012,Liberty,Barack Obama,democrat,10457.0
2012,Liberty,Mitt Romney,republican,5565.0
2012,Lincoln,Barack Obama,democrat,1586.0
2012,Lincoln,Mitt Romney,republican,2807.0
2012,Long,Barack Obama,democrat,1442.0
2012,Long,Mitt Romney,republican,2306.0
2012,Lowndes,Barack Obama,democrat,17470.0
2012,Lowndes,Mitt Romney,republican,21327.0
2012,Lumpkin,Barack Obama,democrat,2055.0
2012,Lumpkin,Mitt Romney,republican,8647.0
2012,McDuffie,Barack Obama,democrat,4044.0
2012,McDuffie,Mitt Romney,republican,5475.0
2012,McIntosh,Barack Obama,democrat,2864.0
2012,McIntosh,Mitt Romney,republican,3409.0
2012,Macon,Barack Obama,democrat,3211.0
2012,Macon,Mitt Romney,republican,1545.0
2012,Madison,Barack Obama,democrat,2494.0
2012,Madison,Mitt Romney,republican,8443.0
2012,Marion,Barack Obama,democrat,1412.0
2012,Marion,Mitt Romney,republican,1733.0
2012,Meriwether,Barack Obama,democrat,4331.0
2012,Meriwether,Mitt Romney,republican,4856.0
2012,Miller,Barack Obama,democrat,852.0
2012,Miller,Mitt Romney,republican,1905.0
2012,Mitchell,Barack Obama,democrat,4081.0
2012,Mitchell,Mitt Romney,republican,4155.0
2012,Monroe,Barack Obama,democrat,3785.0
2012,Monroe,Mitt Romney,republican,8361.0
2012,Montgomery,Barack Obama,democrat,1135.0
2012,Montgomery,Mitt Romney,republican,2662.0
2012,Morgan,Barack Obama,democrat,2753.0
2012,Morgan,Mitt Romney,republican,6186.0
2012,Murray,Barack Obama,democrat,2542.0
2012,Murray,Mitt Romney,republican,8443.0
2012,Muscogee,Barack Obama,democrat,42573.0
2012,Muscogee,Mitt Romney,republican,27510.0
2012,Newton,Barack Obama,democrat,21851.0
2012,Newton,Mitt Romney,republican,20982.0
2012,Oconee,Barack Obama,democrat,4421.0
2012,Oconee,Mitt Romney,republican,13098.0
2012,Oglethorpe,Barack Obama,democrat,1914.0
2012,Oglethorpe,Mitt Romney,republican,4251.0
2012,Paulding,Barack Obama,democrat,15825.0
2012,Paulding,Mitt Romney,republican,40846.0
2012,Peach,Barack Obama,democrat,6148.0
2012,Peach,Mitt Romney,republican,5287.0
2012,Pickens,Barack Obama,democrat,1975.0
2012,Pickens,Mitt Romney,republican,10547.0
2012,Pierce,Barack Obama,democrat,1124.0
2012,Pierce,Mitt Romney,republican,5667.0
2012,Pike,Barack Obama,democrat,1356.0
2012,Pike,Mitt Romney,republican,6668.0
2012,Polk,Barack Obama,democrat,3615.0
2012,Polk,Mitt Romney,republican,9811.0
2012,Pulaski,Barack Obama,democrat,1219.0
2012,Pulaski,Mitt Romney,republican,2444.0
2012,Putnam,Barack Obama,democrat,2926.0
2012,Putnam,Mitt Romney,republican,6215.0
2012,Quitman,Barack Obama,democrat,612.0
2012,Quitman,Mitt Romney,republican,510.0
2012,Rabun,Barack Obama,democrat,1559.0
2012,Rabun,Mitt Romney,republican,5754.0
2012,Randolph,Barack Obama,democrat,1770.0
2012,Randolph,Mitt Romney,republican,1271.0
2012,Richmond,Barack Obama,democrat,52560.0
2012,Richmond,Mitt Romney,republican,25845.0
2012,Rockdale,Barack Obama,democrat,22023.0
2012,Rockdale,Mitt Romney,republican,15716.0
2012,Schley,Barack Obama,democrat,448.0
2012,Schley,Mitt Romney,republican,1286.0
2012,Screven,Barack Obama,democrat,2774.0
2012,Screven,Mitt Romney,republican,3287.0
2012,Seminole,Barack Obama,democrat,1478.0
2012,Seminole,Mitt Romney,republican,2245.0
2012,Spalding,Barack Obama,democrat,9898.0
2012,Spalding,Mitt Romney,republican,14911.0
2012,Stephens,Barack Obama,democrat,2131.0
2012,Stephens,Mitt Romney,republican,7221.0
2012,Stewart,Barack Obama,democrat,1323.0
2012,Stewart,Mitt Romney,republican,745.0
2012,Sumter,Barack Obama,democrat,6375.0
2012,Sumter,Mitt Romney,republican,5378.0
2012,Talbot,Barack Obama,democrat,2265.0
2012,Talbot,Mitt Romney,republican,1202.0
2012,Taliaferro,Barack Obama,democrat,636.0
2012,Taliaferro,Mitt Romney,republican,323.0
2012,Tattnall,Barack Obama,democrat,1897.0
2012,Tattnall,Mitt Romney,republican,4706.0
2012,Taylor,Barack Obama,democrat,1572.0
2012,Taylor,Mitt Romney,republican,1948.0
2012,Telfair,Barack Obama,democrat,1805.0
2012,Telfair,Mitt Romney,republican,2480.0
2012,Terrell,Barack Obama,democrat,2544.0
2012,Terrell,Mitt Romney,republican,1834.0
2012,Thomas,Barack Obama,democrat,7653.0
2012,Thomas,Mitt Romney,republican,11156.0
2012,Tift,Barack Obama,democrat,4660.0
2012,Tift,Mitt Romney,republican,9185.0
2012,Toombs,Barack Obama,democrat,2746.0
2012,Toombs,Mitt Romney,republican,6524.0
2012,Towns,Barack Obama,democrat,1273.0
2012,Towns,Mitt Romney,republican,4876.0
2012,Treutlen,Barack Obama,democrat,1074.0
2012,Treutlen,Mitt Romney,republican,1652.0
2012,Troup,Barack Obama,democrat,10547.0
2012,Troup,Mitt Romney,republican,15179.0
2012,Turner,Barack Obama,democrat,1510.0
2012,Turner,Mitt Romney,republican,2028.0
2012,Twiggs,Barack Obama,democrat,2270.0
2012,Twiggs,Mitt Romney,republican,1907.0
2012,Union,Barack Obama,democrat,2139.0
2012,Union,Mitt Romney,republican,8773.0
2012,Upson,Barack Obama,democrat,3959.0
2012,Upson,Mitt Romney,republican,7230.0
2012,Walker,Barack Obama,democrat,5274.0
2012,Walker,Mitt Romney,republican,16247.0
2012,Walton,Barack Obama,democrat,8148.0
2012,Walton,Mitt Romney,republican,29036.0
2012,Ware,Barack Obama,democrat,3900.0
2012,Ware,Mitt Romney,republican,7941.0
2012,Warren,Barack Obama,democrat,1529.0
2012,Warren,Mitt Romney,republican,990.0
2012,Washington,Barack Obama,democrat,4714.0
2012,Washington,Mitt Romney,republican,4035.0
2012,Wayne,Barack Obama,democrat,2596.0
2012,Wayne,Mitt Romney,republican,7557.0
2012,Webster,Barack Obama,democrat,582.0
2012,Webster,Mitt Romney,republican,601.0
2012,Wheeler,Barack Obama,democrat,772.0
2012,Wheeler,Mitt Romney,republican,1366.0
2012,White,Barack Obama,democrat,1671.0
2012,White,Mitt Romney,republican,8651.0
2012,Whitfield,Barack Obama,democrat,7210.0
2012,Whitfield,Mitt Romney,republican,19305.0
2012,Wilcox,Barack Obama,democrat,1060.0
2012,Wilcox,Mitt Romney,republican,2053.0
2012,Wilkes,Barack Obama,democrat,2087.0
2012,Wilkes,Mitt Romney,republican,2635.0
2012,Wilkinson,Barack Obama,democrat,2181.0
2012,Wilkinson,Mitt Romney,republican,2246.0
2012,Worth,Barack Obama,democrat,2487.0
2012,Worth,Mitt Romney,republican,5869.0
2012,Hawaii,Barack Obama,democrat,47224.0
2012,Hawaii,Mitt Romney,republican,14753.0
2012,Honolulu,Barack Obama,democrat,204349.0
2012,Honolulu,Mitt Romney,republican,88461.0
2012,Kauai,Barack Obama,democrat,18641.0
2012,Kauai,Mitt Romney,republican,6121.0
2012,Maui,Barack Obama,democrat,36052.0
2012,Maui,Mitt Romney,republican,11602.0
2012,Ada,Barack Obama,democrat,77137.0
2012,Ada,Mitt Romney,republican,97554.0
2012,Adams,Barack Obama,democrat,577.0
2012,Adams,Mitt Romney,republican,1413.0
2012,Bannock,Barack Obama,democrat,13214.0
2012,Bannock,Mitt Romney,republican,21010.0
2012,Bear Lake,Barack Obama,democrat,302.0
2012,Bear Lake,Mitt Romney,republican,2489.0
2012,Benewah,Barack Obama,democrat,1164.0
2012,Benewah,Mitt Romney,republican,2596.0
2012,Bingham,Barack Obama,democrat,3822.0
2012,Bingham,Mitt Romney,republican,13440.0
2012,Blaine,Barack Obama,democrat,5992.0
2012,Blaine,Mitt Romney,republican,3939.0
2012,Boise,Barack Obama,democrat,1053.0
2012,Boise,Mitt Romney,republican,2284.0
2012,Bonner,Barack Obama,democrat,6500.0
2012,Bonner,Mitt Romney,republican,11367.0
2012,Bonneville,Barack Obama,democrat,9903.0
2012,Bonneville,Mitt Romney,republican,32276.0
2012,Boundary,Barack Obama,democrat,1225.0
2012,Boundary,Mitt Romney,republican,3138.0
2012,Butte,Barack Obama,democrat,258.0
2012,Butte,Mitt Romney,republican,1001.0
2012,Camas,Barack Obama,democrat,159.0
2012,Camas,Mitt Romney,republican,402.0
2012,Canyon,Barack Obama,democrat,19866.0
2012,Canyon,Mitt Romney,republican,44369.0
2012,Caribou,Barack Obama,democrat,386.0
2012,Caribou,Mitt Romney,republican,2608.0
2012,Cassia,Barack Obama,democrat,1098.0
2012,Cassia,Mitt Romney,republican,7154.0
2012,Clark,Barack Obama,democrat,66.0
2012,Clark,Mitt Romney,republican,235.0
2012,Clearwater,Barack Obama,democrat,1032.0
2012,Clearwater,Mitt Romney,republican,2541.0
2012,Custer,Barack Obama,democrat,530.0
2012,Custer,Mitt Romney,republican,1744.0
2012,Elmore,Barack Obama,democrat,2513.0
2012,Elmore,Mitt Romney,republican,5227.0
2012,Franklin,Barack Obama,democrat,325.0
2012,Franklin,Mitt Romney,republican,5195.0
2012,Fremont,Barack Obama,democrat,810.0
2012,Fremont,Mitt Romney,republican,4907.0
2012,Gem,Barack Obama,democrat,1957.0
2012,Gem,Mitt Romney,republican,5311.0
2012,Gooding,Barack Obama,democrat,1287.0
2012,Gooding,Mitt Romney,republican,3696.0
2012,Idaho,Barack Obama,democrat,1708.0
2012,Idaho,Mitt Romney,republican,5921.0
2012,Jefferson,Barack Obama,democrat,1303.0
2012,Jefferson,Mitt Romney,republican,9895.0
2012,Jerome,Barack Obama,democrat,1699.0
2012,Jerome,Mitt Romney,republican,4804.0
2012,Kootenai,Barack Obama,democrat,18851.0
2012,Kootenai,Mitt Romney,republican,39381.0
2012,Latah,Barack Obama,democrat,8306.0
2012,Latah,Mitt Romney,republican,7589.0
2012,Lemhi,Barack Obama,democrat,960.0
2012,Lemhi,Mitt Romney,republican,3029.0
2012,Lewis,Barack Obama,democrat,396.0
2012,Lewis,Mitt Romney,republican,1173.0
2012,Lincoln,Barack Obama,democrat,469.0
2012,Lincoln,Mitt Romney,republican,1141.0
2012,Madison,Barack Obama,democrat,832.0
2012,Madison,Mitt Romney,republican,13445.0
2012,Minidoka,Barack Obama,democrat,1390.0
2012,Minidoka,Mitt Romney,republican,5442.0
2012,Nez Perce,Barack Obama,democrat,6451.0
2012,Nez Perce,Mitt Romney,republican,9967.0
2012,Oneida,Barack Obama,democrat,217.0
2012,Oneida,Mitt Romney,republican,1838.0
2012,Owyhee,Barack Obama,democrat,833.0
2012,Owyhee,Mitt Romney,republican,2794.0
2012,Payette,Barack Obama,democrat,2271.0
2012,Payette,Mitt Romney,republican,6004.0
2012,Power,Barack Obama,democrat,982.0
2012,Power,Mitt Romney,republican,1870.0
2012,Shoshone,Barack Obama,democrat,2277.0
2012,Shoshone,Mitt Romney,republican,2699.0
2012,Teton,Barack Obama,democrat,1926.0
2012,Teton,Mitt Romney,republican,2458.0
2012,Twin Falls,Barack Obama,democrat,7541.0
2012,Twin Falls,Mitt Romney,republican,19773.0
2012,Valley,Barack Obama,democrat,2095.0
2012,Valley,Mitt Romney,republican,2664.0
2012,Washington,Barack Obama,democrat,1104.0
2012,Washington,Mitt Romney,republican,3128.0
2012,Adams,Barack Obama,democrat,9648.0
2012,Adams,Mitt Romney,republican,20416.0
2012,Alexander,Barack Obama,democrat,1965.0
2012,Alexander,Mitt Romney,republican,1487.0
2012,Bond,Barack Obama,democrat,3020.0
2012,Bond,Mitt Romney,republican,4095.0
2012,Boone,Barack Obama,democrat,9883.0
2012,Boone,Mitt Romney,republican,11096.0
2012,Brown,Barack Obama,democrat,787.0
2012,Brown,Mitt Romney,republican,1513.0
2012,Bureau,Barack Obama,democrat,8134.0
2012,Bureau,Mitt Romney,republican,8164.0
2012,Calhoun,Barack Obama,democrat,1080.0
2012,Calhoun,Mitt Romney,republican,1440.0
2012,Carroll,Barack Obama,democrat,3665.0
2012,Carroll,Mitt Romney,republican,3555.0
2012,Cass,Barack Obama,democrat,2053.0
2012,Cass,Mitt Romney,republican,2707.0
2012,Champaign,Barack Obama,democrat,40831.0
2012,Champaign,Mitt Romney,republican,35312.0
2012,Christian,Barack Obama,democrat,5494.0
2012,Christian,Mitt Romney,republican,8885.0
2012,Clark,Barack Obama,democrat,2591.0
2012,Clark,Mitt Romney,republican,5144.0
2012,Clay,Barack Obama,democrat,1584.0
2012,Clay,Mitt Romney,republican,4190.0
2012,Clinton,Barack Obama,democrat,5596.0
2012,Clinton,Mitt Romney,republican,10524.0
2012,Coles,Barack Obama,democrat,9262.0
2012,Coles,Mitt Romney,republican,11631.0
2012,Cook,Barack Obama,democrat,1488537.0
2012,Cook,Mitt Romney,republican,495542.0
2012,Crawford,Barack Obama,democrat,2858.0
2012,Crawford,Mitt Romney,republican,5585.0
2012,Cumberland,Barack Obama,democrat,1641.0
2012,Cumberland,Mitt Romney,republican,3509.0
2012,DeKalb,Barack Obama,democrat,21207.0
2012,DeKalb,Mitt Romney,republican,18934.0
2012,De Witt,Barack Obama,democrat,2601.0
2012,De Witt,Mitt Romney,republican,4579.0
2012,Douglas,Barack Obama,democrat,2430.0
2012,Douglas,Mitt Romney,republican,5334.0
2012,DuPage,Barack Obama,democrat,199460.0
2012,DuPage,Mitt Romney,republican,195046.0
2012,Edgar,Barack Obama,democrat,2565.0
2012,Edgar,Mitt Romney,republican,5132.0
2012,Edwards,Barack Obama,democrat,754.0
2012,Edwards,Mitt Romney,republican,2405.0
2012,Effingham,Barack Obama,democrat,3861.0
2012,Effingham,Mitt Romney,republican,12501.0
2012,Fayette,Barack Obama,democrat,2853.0
2012,Fayette,Mitt Romney,republican,5951.0
2012,Ford,Barack Obama,democrat,1656.0
2012,Ford,Mitt Romney,republican,4229.0
2012,Franklin,Barack Obama,democrat,7254.0
2012,Franklin,Mitt Romney,republican,10267.0
2012,Fulton,Barack Obama,democrat,8328.0
2012,Fulton,Mitt Romney,republican,6632.0
2012,Gallatin,Barack Obama,democrat,1029.0
2012,Gallatin,Mitt Romney,republican,1492.0
2012,Greene,Barack Obama,democrat,2023.0
2012,Greene,Mitt Romney,republican,3451.0
2012,Grundy,Barack Obama,democrat,9451.0
2012,Grundy,Mitt Romney,republican,11343.0
2012,Hamilton,Barack Obama,democrat,1269.0
2012,Hamilton,Mitt Romney,republican,2566.0
2012,Hancock,Barack Obama,democrat,3650.0
2012,Hancock,Mitt Romney,republican,5271.0
2012,Hardin,Barack Obama,democrat,742.0
2012,Hardin,Mitt Romney,republican,1535.0
2012,Henderson,Barack Obama,democrat,1978.0
2012,Henderson,Mitt Romney,republican,1541.0
2012,Henry,Barack Obama,democrat,12332.0
2012,Henry,Mitt Romney,republican,11583.0
2012,Iroquois,Barack Obama,democrat,3413.0
2012,Iroquois,Mitt Romney,republican,9120.0
2012,Jackson,Barack Obama,democrat,13319.0
2012,Jackson,Mitt Romney,republican,9864.0
2012,Jasper,Barack Obama,democrat,1436.0
2012,Jasper,Mitt Romney,republican,3514.0
2012,Jefferson,Barack Obama,democrat,6089.0
2012,Jefferson,Mitt Romney,republican,9811.0
2012,Jersey,Barack Obama,democrat,3667.0
2012,Jersey,Mitt Romney,republican,6039.0
2012,Jo Daviess,Barack Obama,democrat,5667.0
2012,Jo Daviess,Mitt Romney,republican,5534.0
2012,Johnson,Barack Obama,democrat,1572.0
2012,Johnson,Mitt Romney,republican,3963.0
2012,Kane,Barack Obama,democrat,90332.0
2012,Kane,Mitt Romney,republican,88335.0
2012,Kankakee,Barack Obama,democrat,21595.0
2012,Kankakee,Mitt Romney,republican,23136.0
2012,Kendall,Barack Obama,democrat,22471.0
2012,Kendall,Mitt Romney,republican,24047.0
2012,Knox,Barack Obama,democrat,13451.0
2012,Knox,Mitt Romney,republican,9408.0
2012,Lake,Barack Obama,democrat,153757.0
2012,Lake,Mitt Romney,republican,129764.0
2012,LaSalle,Barack Obama,democrat,23073.0
2012,LaSalle,Mitt Romney,republican,23256.0
2012,Lawrence,Barack Obama,democrat,2011.0
2012,Lawrence,Mitt Romney,republican,3857.0
2012,Lee,Barack Obama,democrat,6937.0
2012,Lee,Mitt Romney,republican,8059.0
2012,Livingston,Barack Obama,democrat,5020.0
2012,Livingston,Mitt Romney,republican,9753.0
2012,Logan,Barack Obama,democrat,3978.0
2012,Logan,Mitt Romney,republican,7844.0
2012,McDonough,Barack Obama,democrat,5967.0
2012,McDonough,Mitt Romney,republican,6147.0
2012,McHenry,Barack Obama,democrat,59797.0
2012,McHenry,Mitt Romney,republican,71598.0
2012,McLean,Barack Obama,democrat,31883.0
2012,McLean,Mitt Romney,republican,39947.0
2012,Macon,Barack Obama,democrat,22780.0
2012,Macon,Mitt Romney,republican,25309.0
2012,Macoupin,Barack Obama,democrat,9464.0
2012,Macoupin,Mitt Romney,republican,10946.0
2012,Madison,Barack Obama,democrat,58922.0
2012,Madison,Mitt Romney,republican,60608.0
2012,Marion,Barack Obama,democrat,6225.0
2012,Marion,Mitt Romney,republican,9248.0
2012,Marshall,Barack Obama,democrat,2455.0
2012,Marshall,Mitt Romney,republican,3290.0
2012,Mason,Barack Obama,democrat,2867.0
2012,Mason,Mitt Romney,republican,3265.0
2012,Massac,Barack Obama,democrat,2092.0
2012,Massac,Mitt Romney,republican,4278.0
2012,Menard,Barack Obama,democrat,2100.0
2012,Menard,Mitt Romney,republican,3948.0
2012,Mercer,Barack Obama,democrat,4507.0
2012,Mercer,Mitt Romney,republican,3876.0
2012,Monroe,Barack Obama,democrat,6215.0
2012,Monroe,Mitt Romney,republican,10888.0
2012,Montgomery,Barack Obama,democrat,5058.0
2012,Montgomery,Mitt Romney,republican,6776.0
2012,Morgan,Barack Obama,democrat,5806.0
2012,Morgan,Mitt Romney,republican,7972.0
2012,Moultrie,Barack Obama,democrat,2144.0
2012,Moultrie,Mitt Romney,republican,3784.0
2012,Ogle,Barack Obama,democrat,9514.0
2012,Ogle,Mitt Romney,republican,13422.0
2012,Peoria,Barack Obama,democrat,40209.0
2012,Peoria,Mitt Romney,republican,36774.0
2012,Perry,Barack Obama,democrat,3819.0
2012,Perry,Mitt Romney,republican,5507.0
2012,Piatt,Barack Obama,democrat,3090.0
2012,Piatt,Mitt Romney,republican,5413.0
2012,Pike,Barack Obama,democrat,2278.0
2012,Pike,Mitt Romney,republican,4860.0
2012,Pope,Barack Obama,democrat,650.0
